region,birthplace,vote_2016,education,age_cat,birth_year,gender,household_income,hispanic,race,party_id_3,party_id_7,Z_protest_frame,protest_support_blm,protest_support_brut,protest_support_dfnd,protest_support,protest_support_n,protest_support_blm_n,protest_support_blm_binary,protest_support_brut_n,protest_support_brut_binary,protest_support_dfnd_n,protest_support_dfnd_binary,protest_support_binary,survey
Midwest,The United States,Trump,Some college,NA,1958,Male,"$20,000 - $34,999",Not Hispanic,White,Republicans,Weak Republican,Black Lives Matter,Strongly oppose,NA,NA,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Midwest,The United States,Trump,High school diploma,30-39,1982,Male,"$50,000 - $64,999",Not Hispanic,White,Republicans,Strong Republican,Police Brutality,NA,Support,NA,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,The United States,Clinton,Bachelor's degree,NA,1958,Male,"$200,000 and above",Not Hispanic,White,Democrats,Lean Democrat,Police Brutality,NA,Somewhat support,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Midwest,The United States,Trump,Some college,70+,1938,Female,"$20,000 - $34,999",Not Hispanic,White,Democrats,Weak Democrat,Black Lives Matter,Oppose,NA,NA,Oppose,2,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,Trump,Bachelor's degree,40-49,1971,Male,"$20,000 - $34,999",Not Hispanic,White,Republicans,Weak Republican,Black Lives Matter,Neither support nor oppose,NA,NA,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,No vote,High school diploma,18-23,1999,Male,"$19,999 or less",Not Hispanic,White,Independents,Independent,Police Brutality,NA,Somewhat support,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
South,The United States,Clinton,High school diploma,30-39,1989,Male,"$125,000 - $199,999",Not Hispanic,White,Democrats,Weak Democrat,Defund the Police,NA,NA,Support,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
South,Another country,No vote,Associate's degree,50-59,1961,Male,"$20,000 - $34,999",Other Hispanic,Other,Republicans,Strong Republican,Police Brutality,NA,Strongly support,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Northeast,The United States,No vote,High school diploma,60-69,1959,Male,"$20,000 - $34,999",Not Hispanic,White,Democrats,Strong Democrat,Defund the Police,NA,NA,Neither support nor oppose,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
South,Another country,No vote,Graduate degree,50-59,1965,Male,"$20,000 - $34,999",Not Hispanic,Other,Democrats,Lean Democrat,Police Brutality,NA,Strongly support,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,The United States,Clinton,High school diploma,50-59,1963,Female,"$19,999 or less",Not Hispanic,White,Democrats,Strong Democrat,Defund the Police,NA,NA,Oppose,Oppose,2,NA,NA,NA,NA,NA,NA,0,YCLS June 15
South,Another country,Trump,Some college,NA,1958,Female,"$20,000 - $34,999",Not Hispanic,White,Republicans,Strong Republican,Police Brutality,NA,Strongly oppose,NA,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Northeast,The United States,Trump,High school diploma,50-59,1969,Male,"$20,000 - $34,999",Not Hispanic,White,Republicans,Strong Republican,Defund the Police,NA,NA,Somewhat oppose,Somewhat oppose,3,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,No vote,Bachelor's degree,50-59,1964,Male,"$20,000 - $34,999",Mexican,Other,Independents,Independent,Police Brutality,NA,Strongly support,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
South,The United States,Clinton,Associate's degree,NA,1956,Male,"$35,000 - $49,999",Not Hispanic,Black,Democrats,Strong Democrat,Police Brutality,NA,Strongly support,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,The United States,Clinton,Some college,50-59,1962,Male,"$20,000 - $34,999",Not Hispanic,White,Democrats,Strong Democrat,Police Brutality,NA,Support,NA,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,The United States,Clinton,Associate's degree,30-39,1985,Female,"$19,999 or less",Mexican,Other,Democrats,Strong Democrat,Defund the Police,NA,NA,Strongly support,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
South,Another country,No vote,High school diploma,24-29,1990,Male,"$19,999 or less",Mexican,Other,Democrats,Weak Democrat,Black Lives Matter,Support,NA,NA,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,The United States,Clinton,High school diploma,50-59,1964,Male,"$19,999 or less",Not Hispanic,White,Democrats,Weak Democrat,Black Lives Matter,Neither support nor oppose,NA,NA,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
South,The United States,Trump,Some college,40-49,1971,Female,"$20,000 - $34,999",Not Hispanic,White,Republicans,Weak Republican,Defund the Police,NA,NA,Somewhat oppose,Somewhat oppose,3,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Northeast,The United States,Trump,Bachelor's degree,NA,1958,Male,"$125,000 - $199,999",Not Hispanic,White,Independents,Independent,Black Lives Matter,Strongly oppose,NA,NA,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
South,The United States,Clinton,Some college,NA,1957,Female,"$20,000 - $34,999",Not Hispanic,White,Democrats,Weak Democrat,Black Lives Matter,Oppose,NA,NA,Oppose,2,NA,NA,NA,NA,NA,NA,0,YCLS June 15
South,The United States,Trump,Graduate degree,40-49,1997,Male,"$200,000 and above",Not Hispanic,White,Democrats,Strong Democrat,Black Lives Matter,Support,NA,NA,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Northeast,The United States,Trump,High school diploma,50-59,1960,Male,"$20,000 - $34,999",Not Hispanic,White,Republicans,Strong Republican,Police Brutality,NA,Strongly oppose,NA,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Northeast,Another country,Trump,Some college,50-59,1970,Male,"$35,000 - $49,999",Mexican,Other,Republicans,Weak Republican,Defund the Police,NA,NA,Support,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Midwest,The United States,Trump,High school diploma,NA,1956,Male,"$65,000 - $79,999",Not Hispanic,White,Republicans,Weak Republican,Defund the Police,NA,NA,Strongly oppose,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Northeast,The United States,Trump,Graduate degree,70+,1948,Female,"$35,000 - $49,999",Not Hispanic,White,Democrats,Strong Democrat,Police Brutality,NA,Support,NA,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,Another country,Trump,Some college,50-59,1968,Female,"$35,000 - $49,999",Other Hispanic,Other,Republicans,Lean Republican,Police Brutality,NA,Somewhat support,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Midwest,The United States,No vote,High school diploma,NA,1958,Male,"$20,000 - $34,999",Not Hispanic,White,Independents,Independent,Black Lives Matter,Neither support nor oppose,NA,NA,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,No vote,No high school diploma,50-59,1962,Male,"$20,000 - $34,999",Not Hispanic,White,Democrats,Strong Democrat,Police Brutality,NA,Somewhat oppose,NA,Somewhat oppose,3,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,No vote,Some college,50-59,1963,Male,Unanswered,Not Hispanic,White,Independents,Independent,Police Brutality,NA,Neither support nor oppose,NA,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,Trump,Graduate degree,NA,1957,Male,"$19,999 or less",Not Hispanic,White,Republicans,Strong Republican,Black Lives Matter,Strongly oppose,NA,NA,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,Clinton,No high school diploma,18-23,1989,Male,"$19,999 or less",Mexican,Black,Democrats,Weak Democrat,Defund the Police,NA,NA,Strongly support,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Northeast,The United States,Clinton,Bachelor's degree,40-49,1974,Male,"$80,000 - $99,999",Not Hispanic,Other,Republicans,Weak Republican,Police Brutality,NA,Strongly oppose,NA,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Northeast,Another country,Clinton,Bachelor's degree,50-59,1966,Female,"$100,000 - $124,999",Not Hispanic,White,Democrats,Weak Democrat,Defund the Police,NA,NA,Neither support nor oppose,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Northeast,The United States,Clinton,High school diploma,50-59,NA,Male,"$19,999 or less",Not Hispanic,White,Democrats,Weak Democrat,Black Lives Matter,Neither support nor oppose,NA,NA,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
South,The United States,Trump,High school diploma,50-59,1966,Male,"$125,000 - $199,999",Not Hispanic,Other,Republicans,Strong Republican,Black Lives Matter,Strongly oppose,NA,NA,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Northeast,The United States,Trump,Graduate degree,50-59,1970,Male,"$200,000 and above",Not Hispanic,White,Republicans,Strong Republican,Police Brutality,NA,Strongly oppose,NA,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Midwest,The United States,Clinton,Some college,40-49,1972,Male,"$200,000 and above",Not Hispanic,White,Democrats,Strong Democrat,Defund the Police,NA,NA,Neither support nor oppose,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,Clinton,Graduate degree,40-49,1978,Female,"$200,000 and above",Not Hispanic,Other,Democrats,Strong Democrat,Police Brutality,NA,Strongly support,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Northeast,The United States,Clinton,Graduate degree,40-49,1975,Male,"$125,000 - $199,999",Not Hispanic,White,Democrats,Weak Democrat,Police Brutality,NA,Strongly support,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Northeast,The United States,Trump,Some college,70+,1949,Female,"$20,000 - $34,999",Not Hispanic,White,Republicans,Strong Republican,Police Brutality,NA,Somewhat support,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,The United States,Clinton,Some college,40-49,1976,Female,"$19,999 or less",Other Hispanic,Other,Democrats,Strong Democrat,Police Brutality,NA,Strongly support,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Midwest,The United States,Trump,Some college,40-49,1995,Male,"$35,000 - $49,999",Not Hispanic,White,Democrats,Strong Democrat,Police Brutality,NA,Somewhat support,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Midwest,The United States,No vote,Graduate degree,70+,1946,Female,"$35,000 - $49,999",Not Hispanic,White,Independents,Independent,Black Lives Matter,Support,NA,NA,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Midwest,The United States,Trump,Bachelor's degree,50-59,1960,Male,"$80,000 - $99,999",Not Hispanic,White,Democrats,Weak Democrat,Police Brutality,NA,Neither support nor oppose,NA,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Midwest,The United States,Other vote,Some college,50-59,1961,Male,"$125,000 - $199,999",Not Hispanic,White,Independents,Independent,Defund the Police,NA,NA,Strongly oppose,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,Another country,Trump,Bachelor's degree,40-49,1976,Female,"$35,000 - $49,999",Not Hispanic,Other,Republicans,Strong Republican,Defund the Police,NA,NA,Strongly oppose,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,No vote,Some college,40-49,1978,Female,"$65,000 - $79,999",Other Hispanic,Other,Independents,Independent,Black Lives Matter,Neither support nor oppose,NA,NA,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,Other vote,Some college,50-59,1966,Male,"$20,000 - $34,999",Not Hispanic,White,Republicans,Strong Republican,Black Lives Matter,Oppose,NA,NA,Oppose,2,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Midwest,The United States,Trump,Some college,NA,1959,Male,Unanswered,Not Hispanic,White,Republicans,Strong Republican,Police Brutality,NA,Strongly oppose,NA,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,Trump,Some college,50-59,1960,Male,"$19,999 or less",Not Hispanic,White,Republicans,Lean Republican,Police Brutality,NA,Somewhat support,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,The United States,No vote,Bachelor's degree,30-39,1984,Female,"$50,000 - $64,999",Other Hispanic,Black,Independents,Independent,Defund the Police,NA,NA,Support,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,The United States,No vote,Some college,NA,1956,Male,"$20,000 - $34,999",Not Hispanic,White,Republicans,Weak Republican,Police Brutality,NA,Support,NA,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Northeast,The United States,Trump,No high school diploma,18-23,1999,Male,"$19,999 or less",Mexican,Black,Republicans,Weak Republican,Defund the Police,NA,NA,Neither support nor oppose,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Northeast,The United States,No vote,Some college,18-23,2002,Male,"$19,999 or less",Not Hispanic,Other,Democrats,Strong Democrat,Police Brutality,NA,Strongly support,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Northeast,The United States,Clinton,Some college,50-59,1962,Female,"$80,000 - $99,999",Not Hispanic,Black,Democrats,Strong Democrat,Police Brutality,NA,Strongly oppose,NA,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Northeast,The United States,Trump,Graduate degree,30-39,1985,Male,"$100,000 - $124,999",Not Hispanic,White,Republicans,Strong Republican,Defund the Police,NA,NA,Strongly support,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Northeast,The United States,Clinton,Bachelor's degree,50-59,1967,Female,"$80,000 - $99,999",Not Hispanic,White,Democrats,Strong Democrat,Black Lives Matter,Strongly support,NA,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
South,The United States,Clinton,Some college,NA,1953,Female,"$125,000 - $199,999",Not Hispanic,Black,Democrats,Strong Democrat,Defund the Police,NA,NA,Strongly support,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
South,The United States,Trump,Bachelor's degree,40-49,1978,Female,"$65,000 - $79,999",Not Hispanic,White,Republicans,Weak Republican,Police Brutality,NA,Somewhat support,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,The United States,Clinton,Associate's degree,NA,1958,Male,Unanswered,Not Hispanic,White,Democrats,Strong Democrat,Police Brutality,NA,Support,NA,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Midwest,The United States,Trump,Some college,50-59,1960,Male,"$35,000 - $49,999",Not Hispanic,White,Republicans,Strong Republican,Police Brutality,NA,Somewhat support,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Midwest,The United States,Trump,Graduate degree,50-59,1962,Male,"$100,000 - $124,999",Not Hispanic,White,Republicans,Strong Republican,Police Brutality,NA,Strongly oppose,NA,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
Northeast,The United States,Clinton,Some college,18-23,1999,Male,"$80,000 - $99,999",Not Hispanic,White,Democrats,Strong Democrat,Black Lives Matter,Somewhat support,NA,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Northeast,The United States,Other vote,High school diploma,18-23,2002,Male,"$50,000 - $64,999",Mexican,Black,Democrats,Weak Democrat,Black Lives Matter,Strongly support,NA,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Midwest,The United States,Trump,Bachelor's degree,50-59,1963,Male,"$100,000 - $124,999",Not Hispanic,White,Republicans,Weak Republican,Defund the Police,NA,NA,Strongly oppose,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
South,Another country,Trump,High school diploma,70+,1947,Female,"$19,999 or less",Not Hispanic,White,Republicans,Strong Republican,Defund the Police,NA,NA,Strongly oppose,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,The United States,Clinton,High school diploma,24-29,1993,Male,"$20,000 - $34,999",Not Hispanic,Black,Democrats,Weak Democrat,Defund the Police,NA,NA,Support,Support,6,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,The United States,Trump,High school diploma,50-59,1965,Male,"$19,999 or less",Not Hispanic,White,Republicans,Strong Republican,Defund the Police,NA,NA,Strongly oppose,Strongly oppose,1,NA,NA,NA,NA,NA,NA,0,YCLS June 15
South,The United States,Trump,High school diploma,NA,1955,Female,"$35,000 - $49,999",Not Hispanic,White,Republicans,Strong Republican,Defund the Police,NA,NA,Neither support nor oppose,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
South,NA,NA,Graduate degree,18-23,NA,Female,"$19,999 or less",Mexican,Other,Democrats,Lean Democrat,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Northeast,Another country,Trump,Some college,50-59,1967,Female,"$50,000 - $64,999",Not Hispanic,White,Independents,Independent,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,The United States,Trump,High school diploma,50-59,1961,Female,"$50,000 - $64,999",Not Hispanic,White,Republicans,Strong Republican,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,The United States,Clinton,Associate's degree,NA,1957,Female,"$19,999 or less",Other Hispanic,Black,Democrats,Strong Democrat,Black Lives Matter,Somewhat support,NA,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Northeast,The United States,Clinton,Some college,NA,1956,Male,"$20,000 - $34,999",Not Hispanic,White,Democrats,Strong Democrat,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,The United States,No vote,Some college,30-39,1984,Female,"$80,000 - $99,999",Not Hispanic,White,Independents,Independent,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
West,The United States,Clinton,High school diploma,40-49,1974,Male,"$20,000 - $34,999",Other Hispanic,Other,Republicans,Weak Republican,Defund the Police,NA,NA,Neither support nor oppose,Neither support nor oppose,4,NA,NA,NA,NA,NA,NA,0,YCLS June 15
West,Another country,Clinton,Associate's degree,30-39,1986,Male,"$125,000 - $199,999",Not Hispanic,Black,Democrats,Lean Democrat,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Northeast,NA,NA,High school diploma,18-23,2001,Female,"$19,999 or less",Not Hispanic,Black,Independents,Independent,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
West,NA,NA,Bachelor's degree,18-23,NA,Female,"$19,999 or less",Not Hispanic,Other,Democrats,Lean Democrat,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,The United States,NA,Some college,30-39,1982,Female,"$19,999 or less",Not Hispanic,White,Independents,Independent,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Northeast,The United States,NA,Graduate degree,40-49,1971,Male,"$125,000 - $199,999",Not Hispanic,White,Democrats,Weak Democrat,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Northeast,NA,NA,High school diploma,18-23,NA,Male,"$19,999 or less",Not Hispanic,Black,Democrats,Strong Democrat,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Northeast,The United States,Clinton,Associate's degree,50-59,1961,Female,"$100,000 - $124,999",Not Hispanic,Black,Democrats,Strong Democrat,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
West,NA,NA,High school diploma,18-23,2002,Male,"$19,999 or less",Not Hispanic,White,Independents,Independent,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,Another country,NA,Graduate degree,30-39,NA,Male,"$20,000 - $34,999",Not Hispanic,Black,Independents,Independent,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Northeast,The United States,Trump,Associate's degree,50-59,1970,Male,"$80,000 - $99,999",Not Hispanic,White,Republicans,Strong Republican,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,Another country,Clinton,High school diploma,30-39,1985,Female,"$19,999 or less",Not Hispanic,Black,Democrats,Strong Democrat,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,NA,NA,Some college,50-59,NA,Female,"$65,000 - $79,999",Not Hispanic,White,Independents,Independent,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,Another country,No vote,No high school diploma,18-23,2000,Male,"$19,999 or less",Not Hispanic,Black,Democrats,Lean Democrat,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Northeast,The United States,Clinton,High school diploma,30-39,1982,Male,"$65,000 - $79,999",Other Hispanic,Other,Democrats,Strong Democrat,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,The United States,Other vote,High school diploma,NA,1956,Male,"$80,000 - $99,999",Not Hispanic,White,Democrats,Strong Democrat,Police Brutality,NA,Strongly support,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
South,The United States,Clinton,Some college,18-23,2000,Female,"$19,999 or less",Not Hispanic,Black,Independents,Independent,Police Brutality,NA,Strongly support,NA,Strongly support,7,NA,NA,NA,NA,NA,NA,1,YCLS June 15
Northeast,NA,NA,No high school diploma,18-23,NA,Male,"$200,000 and above",Not Hispanic,White,Independents,Independent,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,The United States,No vote,High school diploma,50-59,1968,Female,"$35,000 - $49,999",Not Hispanic,White,Republicans,Weak Republican,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Northeast,Another country,Clinton,High school diploma,18-23,1999,Male,Unanswered,Not Hispanic,Other,Democrats,Strong Democrat,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,The United States,Trump,High school diploma,70+,1945,Male,Unanswered,Not Hispanic,White,Independents,Independent,Police Brutality,NA,Somewhat support,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
West,The United States,Trump,Bachelor's degree,70+,1938,Male,"$19,999 or less",Not Hispanic,Other,Republicans,Weak Republican,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,The United States,Clinton,High school diploma,50-59,1966,Male,"$20,000 - $34,999",Not Hispanic,White,Independents,Independent,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,The United States,NA,Some college,30-39,1983,Female,"$19,999 or less",Not Hispanic,Black,Democrats,Strong Democrat,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Northeast,Another country,Clinton,Associate's degree,40-49,1975,Male,"$35,000 - $49,999",Mexican,Other,Independents,Independent,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,Another country,Clinton,Graduate degree,30-39,1983,Male,"$100,000 - $124,999",Mexican,Black,Republicans,Weak Republican,Police Brutality,NA,Somewhat support,NA,Somewhat support,5,NA,NA,NA,NA,NA,NA,1,YCLS June 15
South,NA,NA,High school diploma,18-23,NA,Female,"$19,999 or less",Not Hispanic,Black,Democrats,Weak Democrat,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,The United States,Clinton,Some college,50-59,1970,Female,"$19,999 or less",Not Hispanic,Black,Democrats,Strong Democrat,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,The United States,Clinton,No high school diploma,30-39,1990,Male,"$19,999 or less",Not Hispanic,White,Democrats,Strong Democrat,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
West,Another country,NA,Bachelor's degree,NA,1955,Female,"$20,000 - $34,999",Not Hispanic,White,Democrats,Strong Democrat,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,The United States,Clinton,Some college,70+,1950,Female,"$50,000 - $64,999",Not Hispanic,White,Democrats,Lean Democrat,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,Another country,Clinton,Bachelor's degree,40-49,1978,Male,"$19,999 or less",Not Hispanic,Other,Democrats,Strong Democrat,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,The United States,No vote,High school diploma,18-23,2001,Female,Unanswered,Not Hispanic,White,Republicans,Lean Republican,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
West,Another country,NA,Some college,50-59,1961,Male,"$100,000 - $124,999",Not Hispanic,White,Republicans,Weak Republican,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,The United States,Clinton,High school diploma,18-23,1996,Female,"$19,999 or less",Not Hispanic,Black,Democrats,Strong Democrat,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Northeast,The United States,Trump,Graduate degree,30-39,1984,Male,"$200,000 and above",Not Hispanic,White,Republicans,Strong Republican,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Northeast,Another country,Trump,Graduate degree,18-23,1990,Female,"$20,000 - $34,999",Mexican,Black,Republicans,Weak Republican,Black Lives Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
West,NA,NA,Some college,18-23,NA,Male,"$20,000 - $34,999",Mexican,Other,Democrats,Lean Democrat,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,The United States,NA,High school diploma,24-29,1992,Female,"$19,999 or less",Not Hispanic,White,Independents,Independent,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
South,The United States,Clinton,No high school diploma,30-39,1982,Male,"$19,999 or less",Other Hispanic,Other,Republicans,Weak Republican,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
West,Another country,No vote,No high school diploma,30-39,1990,Male,"$19,999 or less",Not Hispanic,White,Democrats,Weak Democrat,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,The United States,Clinton,Graduate degree,NA,1958,Female,"$80,000 - $99,999",Not Hispanic,White,Democrats,Lean Democrat,Police Brutality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
Midwest,The United States,Clinton,Some college,30-39,1991,Female,"$65,000 - $79,999",Mexican,Other,Democrats,Weak Democrat,Defund the Police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS June 15
